ind	bin.resp	num.resp
IND367	0	27.79059954
IND368	0	27.39935883
IND369	0	23.06232649
IND370	0	20.16076387
IND371	0	14.40372663
IND372	1	22.3721572
IND373	0	22.06732314
IND374	0	27.91738508
IND375	0	25.07242773
IND376	0	23.84195265
IND377	0	24.11486489
IND378	0	30.13667439
IND379	0	22.19962866
IND380	0	30.69345791
IND381	0	21.34201286
IND382	1	32.40022118
IND383	0	28.85888356
IND384	0	26.79880435
IND385	0	20.45290585
IND386	1	25.92764837
IND387	0	29.81849131
IND388	0	22.92591181
IND389	0	26.14500528
IND390	1	17.49741977
IND391	0	21.90674604
IND392	0	21.44515894
IND393	0	18.71954329
IND394	0	20.51293967
IND395	0	28.20456827
IND396	0	24.84808137
IND397	0	24.58315546
IND398	0	26.07988274
IND399	0	25.30419379
IND400	0	13.67479488
IND401	1	29.31660707
IND402	0	21.34412425
IND403	0	27.50249186
IND404	0	29.10930857
IND405	0	27.38823951
IND406	0	20.31207752
IND407	0	23.45969681
IND408	0	28.76812303
IND409	0	27.76063056
IND410	1	25.46885976
IND411	0	23.5313955
IND412	0	20.90130256
IND413	0	19.96148605
IND414	1	17.96886652
IND415	0	19.33187749
IND416	0	25.78160599
IND417	0	19.14458251
IND418	1	14.68686806
IND419	0	30.53221344
IND420	0	17.99350226
IND421	1	30.05954501
IND422	0	22.1526558
IND423	1	28.34507929
IND424	1	22.60280442
IND425	0	18.68660844
IND426	0	23.26379763
IND427	0	26.09993808
IND428	0	29.81728861
IND429	0	26.73601075
IND430	0	21.84308496
IND431	0	30.3289623
IND432	0	31.13269015
IND433	0	22.45465603
IND434	0	22.29886347
IND435	0	17.53859994
IND436	0	20.44729541
IND437	0	24.45397702
IND438	0	20.95858516
IND439	0	19.45922975
IND440	0	25.45874826
IND441	0	25.27487616
IND442	1	27.00762561
IND443	0	23.93646536
IND444	0	23.75333238
IND445	0	26.06839096
IND446	1	31.96147462
IND447	0	23.90020698
IND448	0	23.56323515
IND449	0	21.48106483
IND450	0	19.31373718
IND451	0	32.9969943
IND452	0	28.30423497
IND453	1	17.55660745
IND454	0	22.3884113
IND455	0	32.72585408
IND456	0	25.91284937
IND457	0	30.15675378
IND458	0	17.56394356
IND459	0	24.87111111
IND460	1	20.06669324
IND461	1	39.86483141
IND462	0	22.33255678
IND463	1	24.40765131
IND464	0	21.3448703
IND465	0	22.46907907
IND466	0	33.49615252
IND467	0	17.44583474
IND468	0	17.84160273
IND469	0	30.64716276
IND470	1	23.52536332
IND471	0	23.39557838
IND472	0	23.50685637
IND473	1	24.84145142
IND474	0	27.48349404
IND475	0	20.1358462
IND476	0	19.69871355
IND477	0	17.71008015
IND478	1	27.31085459
IND479	1	29.6098218
IND480	0	30.488389
IND481	0	22.17390327
IND482	0	20.48007272
IND483	0	23.67811919
IND484	0	28.77516164
IND485	0	27.05850771
IND486	0	20.42188809
IND487	0	28.59268908
IND488	0	23.93043324
IND489	1	26.31360958
IND490	1	24.45566608
IND491	0	31.33990561
IND492	0	24.06495754
IND493	0	23.95404846
IND494	0	21.44204526
IND495	0	22.16429646
IND496	0	24.9267307
IND497	0	29.94384293
IND498	0	28.57347593
IND499	0	23.31044213
IND500	0	31.96608838
